Day,Month,Year,Open,High,Low,Close,Adj Close,Volume
21,Jul,2009,"15,218.83","15,234.21","14,955.88","15,062.49","15,062.49","35,000"
20,Jul,2009,"14,854.17","15,209.36","14,854.17","15,191.01","15,191.01","34,800"
17,Jul,2009,"14,325.58","14,800.70","14,250.25","14,744.92","14,744.92","37,600"
16,Jul,2009,"14,351.97","14,493.10","14,169.58","14,250.25","14,250.25","35,000"
15,Jul,2009,"13,917.27","14,299.54","13,891.04","14,253.24","14,253.24","27,200"
14,Jul,2009,"13,549.42","13,903.48","13,549.42","13,853.70","13,853.70","23,800"
13,Jul,2009,"13,405.95","13,461.68","13,219.99","13,400.32","13,400.32","24,600"
10,Jul,2009,"13,803.12","13,897.19","13,418.39","13,504.22","13,504.22","27,800"
9,Jul,2009,"13,796.19","13,879.18","13,643.97","13,757.46","13,757.46","28,400"
8,Jul,2009,"14,039.58","14,039.58","13,701.76","13,769.15","13,769.15","37,600"
7,Jul,2009,"14,103.65","14,251.88","14,000.68","14,170.45","14,170.45","35,800"
6,Jul,2009,"14,962.12","15,097.87","13,959.44","14,043.40","14,043.40","43,400"
3,Jul,2009,"14,552.72","14,945.85","14,499.74","14,913.05","14,913.05","29,000"
2,Jul,2009,"14,694.31","14,764.35","14,469.69","14,658.49","14,658.49","31,200"
1,Jul,2009,"14,493.84","14,727.49","14,355.52","14,645.47","14,645.47","28,800"
30,Jun,2009,"14,785.74","14,907.48","14,420.41","14,493.84","14,493.84","35,200"
29,Jun,2009,"14,764.64","14,955.55","14,685.45","14,785.74","14,785.74","26,600"
26,Jun,2009,"14,373.57","14,781.94","14,373.57","14,764.64","14,764.64","32,400"
25,Jun,2009,"14,476.15","14,578.46","14,261.14","14,345.62","14,345.62","29,600"
24,Jun,2009,"14,388.21","14,479.82","14,207.02","14,422.73","14,422.73","30,600"
23,Jun,2009,"14,147.87","14,394.19","14,016.95","14,324.01","14,324.01","35,600"
22,Jun,2009,"14,591.28","14,668.40","14,269.77","14,326.22","14,326.22","31,600"
19,Jun,2009,"14,321.98","14,559.08","14,179.77","14,521.89","14,521.89","37,400"
18,Jun,2009,"14,503.05","14,630.73","14,188.25","14,265.53","14,265.53","75,800"
17,Jun,2009,"14,978.50","14,995.66","14,447.93","14,522.84","14,522.84","35,400"
16,Jun,2009,"14,788.27","15,022.19","14,621.97","14,957.91","14,957.91","32,000"
15,Jun,2009,"15,195.83","15,261.03","14,808.09","14,875.52","14,875.52","34,600"
12,Jun,2009,"15,446.82","15,600.30","15,174.28","15,237.94","15,237.94","40,600"
11,Jun,2009,"15,517.36","15,568.74","15,242.19","15,411.47","15,411.47","42,000"
10,Jun,2009,"15,168.18","15,580.81","15,168.18","15,466.81","15,466.81","42,400"
9,Jun,2009,"14,618.98","15,159.27","14,526.69","15,127.00","15,127.00","51,600"
8,Jun,2009,"15,153.21","15,184.87","14,604.23","14,665.92","14,665.92","31,400"
5,Jun,2009,"15,040.24","15,257.30","14,994.05","15,103.55","15,103.55","36,800"
4,Jun,2009,"14,755.08","15,026.03","14,601.91","15,008.68","15,008.68","39,200"
3,Jun,2009,"14,902.62","15,045.88","14,734.90","14,870.90","14,870.90","43,000"
2,Jun,2009,"14,942.21","14,994.22","14,608.23","14,874.91","14,874.91","43,800"
1,Jun,2009,"14,790.89","14,906.81","14,658.01","14,840.63","14,840.63","44,200"
29,May,2009,"14,384.76","14,726.60","14,384.76","14,625.25","14,625.25","45,200"
28,May,2009,"14,139.14","14,376.34","14,080.98","14,296.01","14,296.01","42,600"
27,May,2009,"13,851.85","14,122.78","13,848.15","14,109.64","14,109.64","47,000"
26,May,2009,"13,983.26","13,991.46","13,524.93","13,589.23","13,589.23","37,800"
25,May,2009,"13,999.44","14,027.60","13,819.78","13,913.22","13,913.22","37,400"
22,May,2009,"13,663.54","13,936.93","13,611.30","13,887.15","13,887.15","39,400"
21,May,2009,"14,043.38","14,089.51","13,704.43","13,736.54","13,736.54","44,800"
20,May,2009,"14,230.73","14,405.51","13,976.49","14,060.66","14,060.66","51,000"
19,May,2009,"14,757.82","14,930.54","13,840.83","14,302.03","14,302.03","89,400"
18,May,2009,"13,479.39","14,284.21","13,479.39","14,284.21","14,284.21",800
15,May,2009,"11,948.70","12,218.98","11,948.70","12,173.42","12,173.42","35,000"
14,May,2009,"11,774.04","11,935.86","11,695.52","11,872.91","11,872.91","39,000"
13,May,2009,"12,201.93","12,256.43","11,934.44","12,019.65","12,019.65","217,600"
12,May,2009,"11,629.97","12,194.63","11,625.39","12,158.03","12,158.03","40,000"
11,May,2009,"11,997.37","12,026.60","11,621.30","11,682.99","11,682.99","36,000"
8,May,2009,"12,092.97","12,180.07","11,765.06","11,876.43","11,876.43","55,200"
7,May,2009,"12,064.51","12,143.95","11,981.13","12,116.94","12,116.94","47,800"
6,May,2009,"12,100.69","12,272.04","11,899.41","11,952.75","11,952.75","49,200"
5,May,2009,"12,159.74","12,197.88","11,985.88","12,131.08","12,131.08","48,400"
4,May,2009,"11,635.24","12,160.32","11,635.24","12,134.75","12,134.75","46,400"
30,Apr,2009,,,,,,
29,Apr,2009,"11,091.56","11,430.25","11,091.56","11,403.25","11,403.25","40,400"
28,Apr,2009,"11,371.34","11,371.34","10,961.76","11,001.75","11,001.75","47,600"
27,Apr,2009,"11,237.42","11,492.10","11,176.55","11,371.85","11,371.85","52,400"
24,Apr,2009,"11,149.47","11,362.88","11,070.33","11,329.05","11,329.05","44,600"
23,Apr,2009,"10,841.57","11,200.86","10,758.97","11,134.99","11,134.99","41,800"
22,Apr,2009,"10,968.60","11,036.24","10,715.66","10,817.54","10,817.54","39,000"
21,Apr,2009,"10,765.39","11,068.82","10,764.08","10,898.11","10,898.11","45,000"
20,Apr,2009,"11,065.10","11,209.66","10,863.28","10,979.50","10,979.50","43,200"
17,Apr,2009,"11,067.71","11,339.47","10,946.25","11,023.09","11,023.09","53,600"
16,Apr,2009,"11,358.06","11,362.31","10,900.47","10,947.40","10,947.40","60,200"
15,Apr,2009,"10,805.14","11,337.75","10,719.18","11,284.73","11,284.73","70,200"
13,Apr,2009,"10,916.43","11,069.54","10,800.84","10,967.22","10,967.22","43,000"
9,Apr,2009,"10,876.15","10,929.33","10,655.96","10,803.86","10,803.86","58,400"
8,Apr,2009,"10,283.58","10,778.11","10,173.00","10,742.34","10,742.34","56,400"
6,Apr,2009,"10,521.78","10,654.89","10,410.44","10,534.87","10,534.87","53,800"
2,Apr,2009,"10,107.25","10,431.98","10,107.25","10,348.83","10,348.83","64,600"
1,Apr,2009,"9,745.77","9,921.96","9,546.29","9,901.99","9,901.99","45,800"
31,Mar,2009,"9,633.21","9,826.22","9,547.21","9,708.50","9,708.50","53,000"
30,Mar,2009,"9,902.35","9,902.35","9,521.76","9,568.14","9,568.14","41,400"
27,Mar,2009,"10,036.80","10,127.09","9,913.40","10,048.49","10,048.49","52,800"
26,Mar,2009,"9,739.93","10,061.36","9,739.93","10,003.10","10,003.10","45,200"
25,Mar,2009,"9,442.30","9,704.69","9,430.45","9,667.90","9,667.90","49,400"
24,Mar,2009,"9,549.52","9,699.00","9,402.64","9,471.04","9,471.04","50,000"
23,Mar,2009,"9,040.30","9,454.69","9,040.30","9,424.02","9,424.02","43,200"
20,Mar,2009,"8,951.34","8,999.98","8,867.13","8,966.68","8,966.68","32,800"
19,Mar,2009,"9,023.04","9,086.77","8,900.39","9,001.75","9,001.75","36,000"
18,Mar,2009,"8,956.30","9,120.40","8,951.32","8,976.68","8,976.68","45,600"
17,Mar,2009,"8,942.01","9,024.12","8,801.79","8,863.82","8,863.82","47,200"
16,Mar,2009,"8,793.89","8,955.73","8,697.46","8,943.54","8,943.54","49,400"
13,Mar,2009,"8,480.74","8,793.21","8,480.74","8,756.61","8,756.61","49,400"
12,Mar,2009,"8,274.78","8,439.26","8,274.78","8,343.75","8,343.75","36,200"
9,Mar,2009,"8,259.22","8,259.22","8,110.10","8,160.40","8,160.40","26,400"
6,Mar,2009,"8,103.75","8,347.10","8,047.17","8,325.82","8,325.82","52,200"
5,Mar,2009,"8,535.03","8,535.03","8,167.75","8,197.92","8,197.92","51,400"
4,Mar,2009,"8,473.25","8,501.46","8,373.24","8,446.49","8,446.49","40,600"
3,Mar,2009,"8,583.06","8,635.20","8,393.05","8,427.29","8,427.29","35,200"
2,Mar,2009,"8,762.88","8,762.88","8,563.52","8,607.08","8,607.08","30,200"
27,Feb,2009,"8,944.11","8,944.11","8,728.66","8,891.61","8,891.61","42,200"
26,Feb,2009,"8,905.56","8,998.31","8,788.94","8,954.86","8,954.86","37,200"
25,Feb,2009,"8,913.44","8,995.04","8,880.15","8,902.56","8,902.56","32,200"
24,Feb,2009,"8,707.35","8,856.52","8,619.22","8,822.06","8,822.06","32,400"
20,Feb,2009,"8,943.78","8,943.78","8,762.58","8,843.21","8,843.21","28,000"
19,Feb,2009,"9,034.90","9,111.27","8,977.80","9,042.63","9,042.63","27,400"
18,Feb,2009,"8,939.38","9,112.99","8,929.62","9,015.18","9,015.18","36,800"
17,Feb,2009,"9,213.40","9,213.40","8,994.34","9,035.00","9,035.00","28,400"
16,Feb,2009,"9,637.04","9,637.04","9,279.10","9,305.45","9,305.45","37,200"
13,Feb,2009,"9,540.60","9,695.59","9,540.60","9,634.74","9,634.74","30,000"
12,Feb,2009,"9,559.03","9,578.99","9,445.54","9,465.83","9,465.83","33,800"
11,Feb,2009,"9,462.14","9,648.39","9,459.59","9,618.54","9,618.54","37,600"
10,Feb,2009,"9,589.95","9,724.87","9,510.63","9,647.47","9,647.47","45,000"
9,Feb,2009,"9,359.00","9,601.56","9,329.30","9,583.89","9,583.89","20,000"
6,Feb,2009,"9,161.49","9,321.38","9,160.83","9,300.86","9,300.86","28,400"
5,Feb,2009,"9,241.56","9,247.09","9,017.08","9,090.88","9,090.88","29,600"
4,Feb,2009,"9,226.20","9,338.21","9,164.16","9,201.85","9,201.85","41,600"
3,Feb,2009,"9,128.99","9,302.25","9,040.56","9,149.30","9,149.30","46,000"
2,Feb,2009,"9,363.58","9,363.58","9,048.97","9,066.70","9,066.70","39,800"
30,Jan,2009,"9,111.12","9,438.31","9,088.15","9,424.24","9,424.24","48,000"
29,Jan,2009,"9,340.59","9,379.68","9,164.96","9,236.28","9,236.28","38,800"
28,Jan,2009,"9,077.65","9,270.75","9,053.80","9,257.47","9,257.47","39,800"
27,Jan,2009,"8,803.07","9,021.97","8,791.58","9,004.08","9,004.08","34,200"
23,Jan,2009,"8,804.15","8,858.84","8,631.60","8,674.35","8,674.35","44,000"
22,Jan,2009,"8,905.97","8,927.69","8,699.32","8,813.84","8,813.84","39,200"
21,Jan,2009,"8,900.78","9,051.31","8,734.93","8,779.17","8,779.17","32,400"
20,Jan,2009,"9,159.76","9,159.76","9,033.55","9,100.55","9,100.55","31,200"
19,Jan,2009,"9,365.04","9,409.51","9,273.47","9,329.57","9,329.57","30,000"
16,Jan,2009,"9,125.65","9,342.47","9,125.65","9,323.59","9,323.59","35,400"
15,Jan,2009,"9,000.62","9,123.78","8,946.62","9,046.74","9,046.74","37,600"
14,Jan,2009,"9,223.16","9,412.97","9,071.36","9,370.49","9,370.49","32,000"
13,Jan,2009,"9,042.36","9,261.00","8,992.92","9,071.36","9,071.36","45,200"
12,Jan,2009,"9,306.74","9,327.30","9,024.45","9,110.05","9,110.05","98,000"
9,Jan,2009,"9,434.85","9,630.40","9,250.82","9,406.47","9,406.47","158,200"
7,Jan,2009,"10,424.96","10,469.72","9,510.15","9,586.88","9,586.88","217,600"
6,Jan,2009,"10,241.51","10,392.12","10,150.68","10,335.93","10,335.93","55,600"
5,Jan,2009,"10,124.92","10,306.17","10,069.11","10,275.60","10,275.60","51,200"
2,Jan,2009,"9,973.06","10,070.28","9,863.86","9,958.22","9,958.22","51,600"
31,Dec,2008,"9,806.64","9,825.90","9,587.92","9,647.31","9,647.31","63,800"
30,Dec,2008,"9,625.13","9,785.04","9,494.70","9,716.16","9,716.16","56,600"
29,Dec,2008,"9,318.86","9,550.40","9,162.66","9,533.52","9,533.52","65,800"
26,Dec,2008,"9,655.07","9,706.38","9,294.98","9,328.92","9,328.92","43,000"
24,Dec,2008,"9,626.07","9,653.42","9,502.53","9,568.72","9,568.72","68,800"
23,Dec,2008,"9,813.20","9,838.38","9,643.56","9,686.75","9,686.75","52,600"
22,Dec,2008,"10,102.42","10,173.34","9,895.55","9,928.35","9,928.35","39,000"
19,Dec,2008,"10,001.33","10,188.54","9,987.42","10,099.91","10,099.91","59,600"
18,Dec,2008,"9,710.20","10,110.34","9,633.04","10,076.43","10,076.43","69,200"
17,Dec,2008,"10,073.10","10,073.10","9,682.91","9,715.29","9,715.29","75,800"
16,Dec,2008,"9,794.48","10,009.21","9,790.31","9,976.98","9,976.98","41,000"
15,Dec,2008,"9,821.85","9,948.33","9,749.29","9,832.39","9,832.39","47,000"
12,Dec,2008,"9,370.87","9,745.51","9,281.89","9,690.07","9,690.07","6,400"
11,Dec,2008,"9,679.32","9,746.01","9,441.97","9,645.46","9,645.46","68,800"
10,Dec,2008,"9,349.53","9,678.70","9,280.16","9,654.90","9,654.90","65,000"
